id,occupation,isco_code,risk,prevalence,risk_category,risk_nonphysical,prevalence_nonphysical,onet_code,onet_occupation,concept_uri,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector
2049,hot foil operator,7322,3.51383,0.617163,Other,3.611187,0.0,51-5112.00,printing press operators,http://data.europa.eu/esco/occupation/ad6589cb-ef1e-482d-863d-d80b2eb6b070,4,manufacturing workers,4.4,paper & wood manufacturing workers
2051,aircraft assembler,8211,3.543562,0.931956,Other,3.728616,0.0,51-2011.00,"aircraft structure, surfaces, rigging, and systems assemblers",http://data.europa.eu/esco/occupation/ad7c76e8-af96-42af-99a5-d579f707758c,1,"technicians, construction, transport & security workers",1.1,engineering technicians
2052,cartographer,2165,3.537181,0.474654,High risk,3.595445,0.263027,17-1021.00,cartographers and photogrammetrists,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115,5,engineers & researchers,5.1,researchers & science technicians
2054,payroll clerk,4313,3.577367,0.467928,High risk,3.670994,0.234679,43-3051.00,payroll and timekeeping clerks,http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2057,record press operator,8142,3.450303,0.809369,Other,3.59229,0.0,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/ae3f1edd-d191-4a8d-8dfc-099dcdc6f1e8,4,manufacturing workers,4.4,paper & wood manufacturing workers
2058,storyboard artist,2651,3.738221,0.469055,High risk,3.787263,0.061424,27-1014.00,multimedia artists and animators,http://data.europa.eu/esco/occupation/ae66ca51-e762-48b4-bd46-071dc87cb30d,6,arts & media workers,6.3,creative managers & graphic designers
2059,door to door seller,5243,3.69481,0.086966,High risk,3.726752,0.086966,41-9091.00,"door-to-door sales workers, news and street vendors, and related workers",http://data.europa.eu/esco/occupation/ae73f0dc-05a7-4e23-a234-9bb7e6d86975,3,sales & services workers,3.2,customer representatives
2064,metal products assembler,8219,3.376893,0.684554,Other,3.505384,0.0,51-2092.00,team assemblers,http://data.europa.eu/esco/occupation/af2f3615-63ab-44dc-957d-c9660410d336,4,manufacturing workers,4.1,metal workers & machine operators
2065,data entry supervisor,3341,3.575837,0.636072,Other,3.648317,0.407923,43-1011.00,first-line supervisors of office and administrative support workers,http://data.europa.eu/esco/occupation/af355ac4-dd89-44df-99a6-bba70202d6fe,12,ict workers,12.3,data workers
2066,hearse driver,8322,3.397923,0.70331,Other,3.473811,0.105437,53-3041.00,taxi drivers and chauffeurs,http://data.europa.eu/esco/occupation/af513bd8-4340-4452-aa30-05a073ecc49a,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2069,property appraiser,3315,3.696499,0.322328,High risk,3.756959,0.322328,13-2021.02,"appraisers, real estate",http://data.europa.eu/esco/occupation/afc5a0f4-42e5-4bfb-910c-2b54b44f99c5,2,business & administration workers,2.2,accounting & financial services workers
2071,chain making machine operator,7223,3.529955,0.847919,Other,3.692981,0.0,51-9071.01,jewelers,http://data.europa.eu/esco/occupation/afe9eaa4-433f-4ae6-90ff-afa098ccf1bb,4,manufacturing workers,4.1,metal workers & machine operators
2072,food technician,3119,3.340219,0.644303,Other,3.352977,0.282486,19-1012.00,food scientists and technologists,http://data.europa.eu/esco/occupation/afee6a28-f654-4ac7-a665-f758616bc689,9,food & tobacco production workers,9.3,food & tobacco production specialists
2075,shiatsu practitioner,3255,2.780475,1.0,Low risk,2.87115,0.382481,31-9011.00,massage therapists,http://data.europa.eu/esco/occupation/b01affdd-c8a9-4121-bc50-a5be17f014eb,11,healthcare workers,11.3,naturopathic & physical therapists
2076,aviation inspector,3154,3.649108,0.601018,Other,3.764383,0.067581,53-6051.01,aviation inspectors,http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2077,construction equipment technician,7233,3.36473,0.901627,Low risk,3.529237,0.0,49-3042.00,"mobile heavy equipment mechanics, except engines",http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2078,hawker,9520,3.69481,0.086966,High risk,3.726752,0.086966,41-9091.00,"door-to-door sales workers, news and street vendors, and related workers",http://data.europa.eu/esco/occupation/b059d331-2dd9-4d7d-923e-1dd029d2e58c,3,sales & services workers,3.4,retail & sales workers
2079,rigger,7215,3.351713,1.0,Low risk,3.579862,0.0,49-9096.00,riggers,http://data.europa.eu/esco/occupation/b05f53db-b6b0-49bc-aa0c-1790c8c7012b,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
2080,acoustical engineer,2149,3.348392,0.751449,Other,3.465399,0.071196,27-4014.00,sound engineering technicians,http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e,5,engineers & researchers,5.2,various engineers & architects
2081,writer,2641,3.450254,0.37339,Other,3.518606,0.197966,27-3043.05,"poets, lyricists and creative writers",http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b,6,arts & media workers,6.2,"journalists, publishers & composers"
2082,basketmaker,7317,3.432102,0.77039,Other,3.584652,0.0,51-7042.00,"woodworking machine setters, operators, and tenders, except sawing",http://data.europa.eu/esco/occupation/b07e291d-1ea0-44d6-861c-e2c36861f9e3,4,manufacturing workers,4.3,craftspersons & carpenters
2083,risk manager,2412,3.536281,0.456527,High risk,3.539397,0.376163,13-2099.02,risk management specialists,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,2,business & administration workers,2.2,accounting & financial services workers
2085,product quality controller,7543,3.547436,0.656525,Other,3.691181,0.0,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",http://data.europa.eu/esco/occupation/b0ad8659-0410-4b5b-9466-a90f8b3cdac9,1,"technicians, construction, transport & security workers",1.1,engineering technicians
2086,rubber products machine operator,8141,3.450303,0.809369,Other,3.59229,0.0,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/b0c6f284-f3ed-4820-a62e-4e87869f5a3e,4,manufacturing workers,4.2,chemical manufacturing workers
2087,wood treater,7521,3.469389,0.745288,Other,3.617885,0.0,51-9191.00,adhesive bonding machine operators and tenders,http://data.europa.eu/esco/occupation/b0cb4f78-c361-48cf-97aa-25104ac2647c,4,manufacturing workers,4.4,paper & wood manufacturing workers
2089,packaging and filling machine operator,8183,3.435916,0.475199,Other,3.558735,0.0,51-9111.00,packaging and filling machine operators and tenders,http://data.europa.eu/esco/occupation/b0fa69b4-998c-4e66-acd3-5f5d73cadb5c,9,food & tobacco production workers,9.2,food & tobacco production operators
2092,database developer,2521,3.561398,0.556748,Other,3.636276,0.173333,15-1141.00,database administrators,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,12,ict workers,12.3,data workers
2093,industrial assembly supervisor,3122,3.403775,0.552157,Other,3.511425,0.0,51-1011.00,first-line supervisors of production and operating workers,http://data.europa.eu/esco/occupation/b12b14fd-5b74-40c6-afd9-dd35b34e27ed,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
2095,quarry manager,1322,3.436342,0.525342,Other,3.527793,0.05255,17-2151.00,"mining and geological engineers, including mining safety engineers",http://data.europa.eu/esco/occupation/b156960c-8508-4067-908d-f167847c55b1,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
2096,remote sensing technician,3111,3.505582,0.417284,Other,3.569603,0.131983,19-4099.03,remote sensing technicians,http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59,5,engineers & researchers,5.1,researchers & science technicians
2097,advertising copywriter,2431,3.522566,0.411987,Other,3.573305,0.254879,27-3043.04,copy writers,http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b,6,arts & media workers,6.3,creative managers & graphic designers
2098,special effects artist,2166,3.738221,0.469055,High risk,3.787263,0.061424,27-1014.00,multimedia artists and animators,http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974,6,arts & media workers,6.3,creative managers & graphic designers
2099,ICT consultant,2511,3.488991,0.477314,Other,3.516329,0.185007,15-1121.00,computer systems analysts,http://data.europa.eu/esco/occupation/b1c80369-067e-4041-84c8-dbe65640a5d8,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
2104,sheep breeder,6121,3.423423,0.818131,Other,3.555012,0.120313,45-2021.00,animal breeders,http://data.europa.eu/esco/occupation/b2678105-9d5c-403f-b822-274aff706309,13,animal care & husbandry workers,13.2,animal husbandry workers
2105,aircraft maintenance coordinator,7232,3.332598,0.769563,Other,3.481839,0.055998,49-3011.00,aircraft mechanics and service technicians,http://data.europa.eu/esco/occupation/b27854dd-3fbe-406e-a750-54f677d55936,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2107,control panel tester,7543,3.547436,0.656525,Other,3.691181,0.0,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",http://data.europa.eu/esco/occupation/b2cac4bc-abb7-41b3-a515-2ad006b8ebf6,1,"technicians, construction, transport & security workers",1.1,engineering technicians
2108,energy engineer,2149,3.506411,0.563058,Other,3.585755,0.089099,17-2199.03,energy engineers,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,5,engineers & researchers,5.2,various engineers & architects
2109,insulation worker,7124,3.502504,0.893447,Other,3.680001,0.0,47-2131.00,"insulation workers, floor, ceiling, and wall",http://data.europa.eu/esco/occupation/b2dab4fb-b7f7-4f57-94b2-9c0f0848564a,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
2110,back office specialist,4312,3.616639,0.350172,High risk,3.700935,0.138059,43-9061.00,"office clerks, general",http://data.europa.eu/esco/occupation/b2e81332-0972-4e0f-9a4d-1d15c9c9513b,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2112,glass artist,2651,3.43458,0.851567,Other,3.528424,0.065372,27-1012.00,craft artists,http://data.europa.eu/esco/occupation/b2f5ed56-c83f-40d0-b861-f5253cd3d1d9,6,arts & media workers,6.5,fine artists
2114,mechanical engineering technician,3115,3.584262,0.585572,Other,3.674901,0.117413,17-3027.00,mechanical engineering technicians,http://data.europa.eu/esco/occupation/b31e404e-9af6-457d-a58a-208f612eeba3,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters"
2115,rustproofer,8122,3.402976,0.956134,Low risk,3.567654,0.0,51-9121.00,"coating, painting, and spraying machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/b322bb4c-bbef-45c2-bd7e-00a97c3ab268,4,manufacturing workers,4.1,metal workers & machine operators
2117,mobile devices technician,7422,3.505559,0.843098,Other,3.667811,0.0,49-2021.01,radio mechanics,http://data.europa.eu/esco/occupation/b37d15b3-402e-4792-8292-f18c0de7aca6,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2120,railway station manager,1324,3.557177,0.555922,Other,3.627342,0.213578,11-3071.01,transportation managers,http://data.europa.eu/esco/occupation/b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89,3,sales & services workers,3.3,shop & services managers
2122,costume maker,7531,3.463128,0.631781,Other,3.561199,0.053769,39-3092.00,costume attendants,http://data.europa.eu/esco/occupation/b3b79192-f6e0-4aa0-92d1-f876508e05b3,6,arts & media workers,6.1,art & media technicians
2123,carpet weaver,7318,3.538187,0.698649,Other,3.691471,0.0,51-6063.00,"textile knitting and weaving machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51,8,"textile, clothing, leather & footwear manufacturing workers",8.2,textile workers
2124,credit risk analyst,3312,3.590337,0.207184,High risk,3.592982,0.207184,13-2041.00,credit analysts,http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc,2,business & administration workers,2.2,accounting & financial services workers
2129,food grader,7515,3.40361,0.483694,Other,3.495159,0.0,45-2041.00,"graders and sorters, agricultural products",http://data.europa.eu/esco/occupation/b4306d87-7992-47fc-914a-4485a4e7003c,9,food & tobacco production workers,9.3,food & tobacco production specialists
2130,court enforcement officer,3411,3.420012,0.255577,Other,3.497094,0.092439,33-3011.00,bailiffs,http://data.europa.eu/esco/occupation/b471350e-23ce-4789-a821-5500b28cffe1,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2131,guide,5113,3.618612,0.517658,Other,3.727175,0.18286,39-7011.00,tour guides and escorts,http://data.europa.eu/esco/occupation/b476f45f-2c79-44d5-a4d7-fa357aa83074,3,sales & services workers,3.1,"food, cleaning & services workers"
2132,office equipment repair technician,7421,3.337023,0.634223,Other,3.445055,0.0,49-2011.00,"computer, automated teller, and office machine repairers",http://data.europa.eu/esco/occupation/b493b10d-7131-4814-93bb-a2c1be4a095f,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2134,airline food service worker,5246,3.539669,0.480604,Other,3.639112,0.0,35-9011.00,dining room and cafeteria attendants and bartender helpers,http://data.europa.eu/esco/occupation/b4bff870-5c8f-4c33-b07f-f04d79830633,3,sales & services workers,3.1,"food, cleaning & services workers"
2135,roofer,7121,3.399315,0.961418,Low risk,3.563842,0.03849,47-2181.00,roofers,http://data.europa.eu/esco/occupation/b4c6d1b0-929e-48be-9f67-47bd8c30658b,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
2136,motion picture film developer,8132,3.593835,0.363483,High risk,3.684398,0.137998,51-9151.00,photographic process workers and processing machine operators,http://data.europa.eu/esco/occupation/b4f08f2e-3c97-4484-9094-446a17dad802,4,manufacturing workers,4.4,paper & wood manufacturing workers
2137,pile driving hammer operator,8342,3.22443,1.0,Low risk,3.414809,0.0,47-2072.00,pile-driver operators,http://data.europa.eu/esco/occupation/b4f4b21e-7664-45ca-9697-9123cfd8c9ef,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
2138,cattle breeder,6121,3.423423,0.818131,Other,3.555012,0.120313,45-2021.00,animal breeders,http://data.europa.eu/esco/occupation/b4ff30f8-073b-4dd8-9128-ecf9d0ff87ba,13,animal care & husbandry workers,13.2,animal husbandry workers
2142,membranophone musical instruments maker,7312,3.334332,0.943576,Low risk,3.505776,0.0,49-9063.00,musical instrument repairers and tuners,http://data.europa.eu/esco/occupation/b558a934-9308-48fc-b03b-bea8e23ab085,4,manufacturing workers,4.3,craftspersons & carpenters
2144,stevedore,9333,3.313759,0.888291,Low risk,3.476326,0.0,53-7062.00,"laborers and freight, stock, and material movers, hand",http://data.europa.eu/esco/occupation/b567a979-c556-49fa-8b36-8af6cfe97624,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2145,surface mine plant operator,8342,3.491384,0.950982,Other,3.704466,0.0,47-5042.00,mine cutting and channeling machine operators,http://data.europa.eu/esco/occupation/b5b8c259-7557-4f5f-9f56-155b038946c1,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
2146,immunologist,2131,3.547881,0.274539,High risk,3.614007,0.0,29-1069.01,allergists and immunologists,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,5,engineers & researchers,5.1,researchers & science technicians
2148,tour operator representative,4221,3.659125,0.143634,High risk,3.730069,0.0,41-3041.00,travel agents,http://data.europa.eu/esco/occupation/b5d76ddd-f59a-491a-9543-f6c0e2d8a950,3,sales & services workers,3.1,"food, cleaning & services workers"
2150,process engineer,2141,3.410875,0.530942,Other,3.48719,0.152167,17-2199.04,manufacturing engineers,http://data.europa.eu/esco/occupation/b5eaf231-77ad-4a86-8e54-15cc4398aad2,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters"
2151,motorcycle delivery person,8321,3.712734,0.700413,Other,3.825393,0.188902,43-5021.00,couriers and messengers,http://data.europa.eu/esco/occupation/b5f6bb2c-0602-484d-a87f-9cac33f83010,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2158,milk heat treatment process operator,8160,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/b69d9b94-a40c-434d-af8f-e584257314f6,9,food & tobacco production workers,9.2,food & tobacco production operators
2159,brick and tile caster,8181,3.450303,0.809369,Other,3.59229,0.0,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/b6a62e85-5ffe-41aa-8f2a-9959365dfe85,4,manufacturing workers,4.2,chemical manufacturing workers
2161,circus arts teacher,2355,3.419735,0.449015,Other,3.419582,0.380552,25-1121.00,"art, drama, and music teachers, postsecondary",http://data.europa.eu/esco/occupation/b6c851d1-bf09-40aa-aa50-47dde84e7d50,7,education workers,7.1,instructors & vocational teachers
2167,business developer,2431,3.525315,0.138942,Other,3.542136,0.039364,11-2021.00,marketing managers,http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521,2,business & administration workers,2.4,business managers
2168,supermarket manager,1420,3.409419,0.496551,Other,3.441776,0.394505,41-1011.00,first-line supervisors of retail sales workers,http://data.europa.eu/esco/occupation/b7744a45-a4ce-4037-b679-3d2377e17f31,3,sales & services workers,3.3,shop & services managers
2171,computer hardware repair technician,7422,3.337023,0.634223,Other,3.445055,0.0,49-2011.00,"computer, automated teller, and office machine repairers",http://data.europa.eu/esco/occupation/b7aa4b4e-dbb6-4f58-b36c-35b9a7267972,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2173,customer contact centre information clerk,4222,3.596983,0.569664,Other,3.653929,0.279415,43-4051.00,customer service representatives,http://data.europa.eu/esco/occupation/b7b75eb6-34bc-462d-b412-eed393cc1397,3,sales & services workers,3.2,customer representatives
2175,foreign exchange cashier,4312,3.71019,0.291687,High risk,3.758418,0.145844,43-3071.00,tellers,http://data.europa.eu/esco/occupation/b7fc1cd1-0d6d-4e9e-8a9f-c3270201be81,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2178,arboriculturist,6112,3.337233,0.865914,Low risk,3.455527,0.041613,37-3013.00,tree trimmers and pruners,http://data.europa.eu/esco/occupation/b865693a-eb11-44cc-bf6c-38e5b4d7e169,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
2183,civil enforcement officer,5419,3.371746,0.59051,Other,3.463068,0.114235,33-3041.00,parking enforcement workers,http://data.europa.eu/esco/occupation/b8b98b65-7db2-43f8-8ac4-2f1903984e7b,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2184,automotive brake technician,7231,3.360981,0.95,Low risk,3.553948,0.0,49-3023.02,automotive specialty technicians,http://data.europa.eu/esco/occupation/b8db7ef4-4057-4e88-8e2a-105b4b59fb67,1,"technicians, construction, transport & security workers",1.1,engineering technicians
2185,animal feed operator,8160,3.377977,1.0,Low risk,3.541681,0.0,53-7063.00,machine feeders and offbearers,http://data.europa.eu/esco/occupation/b91034a0-1d3e-40e4-aced-07052ee0f9e9,9,food & tobacco production workers,9.2,food & tobacco production operators
2186,property acquisitions manager,3334,3.415209,0.551901,Other,3.453486,0.358873,11-9141.00,"property, real estate, and community association managers",http://data.europa.eu/esco/occupation/b915ab4a-f7b1-44bc-a5a4-585e91d31dfd,2,business & administration workers,2.2,accounting & financial services workers
2189,investment fund manager,2412,3.40285,0.441734,Other,3.408416,0.313069,13-2052.00,personal financial advisors,http://data.europa.eu/esco/occupation/b95bdbed-1e7e-482a-aa73-7bdbb3e36358,2,business & administration workers,2.2,accounting & financial services workers
2192,road transport maintenance scheduler,4323,3.675544,0.47512,High risk,3.74078,0.233993,43-5032.00,"dispatchers, except police, fire, and ambulance",http://data.europa.eu/esco/occupation/b9836ed2-1ca7-49b4-9f0e-bb5d2ca14443,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
2193,wine fermenter,8160,3.459233,0.817627,Other,3.616166,0.0,51-9012.00,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/b997a091-23b3-4f87-a6bc-bdbea2f609ae,9,food & tobacco production workers,9.2,food & tobacco production operators
2194,mediation and education manager,2621,3.372089,0.601735,Other,3.366358,0.548983,25-9031.00,instructional coordinators,http://data.europa.eu/esco/occupation/b9b47087-6045-405d-b769-6a0c94e2eb84,2,business & administration workers,2.4,business managers
2195,veneer grader,7543,3.547436,0.656525,Other,3.691181,0.0,51-9061.00,"inspectors, testers, sorters, samplers, and weighers",http://data.europa.eu/esco/occupation/b9c80d74-97b6-4a4b-849e-a3908ba57ae1,1,"technicians, construction, transport & security workers",1.1,engineering technicians
2196,woodcarver,7317,3.423636,0.783988,Other,3.554925,0.051381,51-7011.00,cabinetmakers and bench carpenters,http://data.europa.eu/esco/occupation/b9d03330-c71c-4827-8797-3e96249d54db,4,manufacturing workers,4.3,craftspersons & carpenters
2203,3D modeller,2166,3.738221,0.469055,High risk,3.787263,0.061424,27-1014.00,multimedia artists and animators,http://data.europa.eu/esco/occupation/bab5fa79-7f96-4e21-87b6-1eba560b8d9a,6,arts & media workers,6.3,creative managers & graphic designers
2204,case administrator,3411,3.450818,0.320732,Other,3.45815,0.320732,23-2011.00,paralegals and legal assistants,http://data.europa.eu/esco/occupation/bac62d45-bb74-45fa-9b38-a3ebf2095212,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2205,geographer,2632,3.306057,0.486436,Other,3.378027,0.09483,19-3092.00,geographers,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,5,engineers & researchers,5.1,researchers & science technicians
2206,billing clerk,4311,3.641233,0.293281,High risk,3.705449,0.170657,43-3021.02,"billing, cost, and rate clerks",http://data.europa.eu/esco/occupation/bafbc672-0ad9-41af-9de8-db0c91a24f9b,2,business & administration workers,2.3,"assistants, clerks & legal workers"
2207,pulp technician,8171,3.452206,0.773837,Other,3.592628,0.0,51-9196.00,"paper goods machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/bb131b09-5fdf-4f4f-a76c-402c69cd090a,4,manufacturing workers,4.4,paper & wood manufacturing workers
2208,electroplating machine operator,8122,3.475866,0.893331,Other,3.631523,0.027795,51-4193.00,"plating and coating machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/bb2933e9-f6ec-4ab0-b2ea-3cc34cf56d18,4,manufacturing workers,4.1,metal workers & machine operators
2209,grants administrator,3313,3.489109,0.871759,Other,3.546999,0.611443,43-4061.00,"eligibility interviewers, government programs",http://data.europa.eu/esco/occupation/bb4ca5c1-879d-44e8-840d-24f320206bff,2,business & administration workers,2.2,accounting & financial services workers
2211,industrial mobile devices software developer,2514,3.47221,0.262346,Other,3.507116,0.146849,15-1131.00,computer programmers,http://data.europa.eu/esco/occupation/bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b,12,ict workers,12.2,developers & testers
2216,real estate surveyor,3315,3.58175,0.429715,High risk,3.620192,0.385318,13-2021.01,assessors,http://data.europa.eu/esco/occupation/bbefa1b2-521e-4d87-a7ad-9bbd0b32e271,2,business & administration workers,2.2,accounting & financial services workers
2217,kennel supervisor,5164,3.517686,0.683654,Other,3.683598,0.0,39-2021.00,nonfarm animal caretakers,http://data.europa.eu/esco/occupation/bc1748c7-29d6-43d5-a304-6b74f317ac26,13,animal care & husbandry workers,13.1,animal care workers & trainers  
2220,kitchen unit installer,7115,3.283621,0.858914,Low risk,3.410256,0.0,49-9031.00,home appliance repairers,http://data.europa.eu/esco/occupation/bc61af54-0c3b-411c-a434-4b0d23c6fcce,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
2221,mechanical forging press worker,7221,3.499066,0.853033,Other,3.668967,0.0,51-4022.00,"forging machine setters, operators, and tenders, metal and plastic",http://data.europa.eu/esco/occupation/bc61e0de-2d72-471c-90c1-a9fe371020f9,4,manufacturing workers,4.1,metal workers & machine operators
2222,cosmologist,2111,3.369583,0.709406,Other,3.383399,0.380739,19-2012.00,physicists,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,5,engineers & researchers,5.1,researchers & science technicians
2224,surgical instrument maker,7311,3.508389,0.777532,Other,3.676707,0.0,51-9082.00,medical appliance technicians,http://data.europa.eu/esco/occupation/bca063d2-a904-45db-b3f4-0fd7e681753e,4,manufacturing workers,4.3,craftspersons & carpenters
2225,driving instructor,5165,3.458119,0.573822,Other,3.507119,0.297917,25-3021.00,self-enrichment education teachers,http://data.europa.eu/esco/occupation/bca2528a-5a87-4576-a3b5-1edbbce40a9f,7,education workers,7.1,instructors & vocational teachers
2226,mineral crushing operator,8112,3.442104,0.760449,Other,3.585861,0.0,51-9021.00,"crushing, grinding, and polishing machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,4,manufacturing workers,4.2,chemical manufacturing workers
2227,editorial assistant,3343,3.578346,0.713243,Other,3.673917,0.413166,27-3041.00,editors,http://data.europa.eu/esco/occupation/bcba793e-44fe-45eb-b0fb-56772529cbab,6,arts & media workers,6.2,"journalists, publishers & composers"
2228,rescue diver,7541,3.354359,1.0,Low risk,3.525729,0.053674,49-9092.00,commercial divers,http://data.europa.eu/esco/occupation/bcc199fe-f7df-42a5-bd45-e33ae6160f26,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2229,industrial engineering technician,3119,3.470821,0.519203,Other,3.563856,0.058499,17-3026.00,industrial engineering technicians,http://data.europa.eu/esco/occupation/bcc21c63-7eee-4520-8fa7-43eefd389668,5,engineers & researchers,5.3,"mechanical engineers, designers & drafters"
2231,fisheries master,6223,3.439786,0.96319,Other,3.595606,0.104828,45-3011.00,fishers and related fishing workers,http://data.europa.eu/esco/occupation/bcead4e9-3697-4831-b62e-ddb83d7d469d,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2232,manicurist,5142,3.400536,0.774712,Other,3.554927,0.112778,39-5092.00,manicurists and pedicurists,http://data.europa.eu/esco/occupation/bced9b86-d4e7-42f8-bb47-acb2001b9bd0,3,sales & services workers,3.1,"food, cleaning & services workers"
2233,metallurgist,2146,3.450846,0.569758,Other,3.529703,0.11629,17-2131.00,materials engineers,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
2235,coastguard watch officer,5419,3.381697,0.575233,Other,3.490323,0.147745,33-9092.00,"lifeguards, ski patrol, and other recreational protective service workers",http://data.europa.eu/esco/occupation/bd1cd902-1fb1-40b1-abce-bb9ef60805b4,1,"technicians, construction, transport & security workers",1.4,transport & security workers
2236,wig and hairpiece maker,7531,3.332348,0.534204,Other,3.423574,0.094753,39-5012.00,"hairdressers, hairstylists, and cosmetologists",http://data.europa.eu/esco/occupation/bd206ee9-61d6-45de-a369-0c71b8429efa,6,arts & media workers,6.1,art & media technicians
2237,matrose,8350,3.459535,0.833078,Other,3.60489,0.04306,53-5011.00,sailors and marine oilers,http://data.europa.eu/esco/occupation/bd22a34c-1dc2-48df-a254-66e5d03dec12,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
2238,ICT application developer,2514,3.47221,0.262346,Other,3.507116,0.146849,15-1131.00,computer programmers,http://data.europa.eu/esco/occupation/bd272aee-adc9-4a06-a15c-a73b4b4a46a7,12,ict workers,12.2,developers & testers
2240,crosscut saw operator,8172,3.503849,0.742361,Other,3.657005,0.0,51-7041.00,"sawing machine setters, operators, and tenders, wood",http://data.europa.eu/esco/occupation/bd378c4e-f656-46af-a728-fcfb40b113ef,4,manufacturing workers,4.3,craftspersons & carpenters
