id,occupation,isco_code,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector,risk_category,job_zone,education_level,related_work_experience,on_the_job_training,annual_earnings,remote_labor_index,physical_proximity,exposure_score,n_desirable,n_desirable_and_highly_viable,n_safe_desirable,n_safe_desirable_and_highly_viable,n_safe_desirable_strict,n_safe_desirable_strict_and_highly_viable,concept_uri
173,granulator machine operator,8131,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,3.0056,5.9065,4.8177,22211.820144,0.15,0.5075,0.656791,12,0,12,0,7,0,http://data.europa.eu/esco/occupation/0dae04a4-fa4c-40d3-8518-122cc0f7bfcf
174,audio describer,2656,6,arts & media workers,6.2,"journalists, publishers & composers",Lower risk,4.0,5.0889,7.1648,3.4624,26266.0,0.571429,0.5425,0.482183,14,0,9,0,0,0,http://data.europa.eu/esco/occupation/0dce2f9b-eda5-4dc4-ba74-36eeed8c9a44
175,construction general supervisor,3123,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,3.0,2.8266,7.5779,6.2029,31760.004566,0.411765,0.7075,0.645117,63,7,63,7,17,4,http://data.europa.eu/esco/occupation/0dd7e6cd-2e5a-4fae-9ce0-6a3622d4019f
176,chief marketing officer,1221,2,business & administration workers,2.4,business managers,Lower risk,4.0,6.6805,8.2829,3.6346,47814.167021,0.875,0.4725,0.243028,61,14,44,13,25,4,http://data.europa.eu/esco/occupation/0ddbf393-38f1-4c22-b14c-fe775008f321
177,field survey manager,3341,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,3.0,4.584,6.7815,4.5902,20395.595041,0.666667,0.4725,0.396863,33,6,24,5,2,0,http://data.europa.eu/esco/occupation/0deaceea-69d8-4304-bc80-0b3d0491a241
178,boring machine operator,7223,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,3.0725,5.4284,3.8895,30509.523305,0.076923,0.475,0.662164,85,48,85,48,63,36,http://data.europa.eu/esco/occupation/0e09c42d-bff2-4c35-8e1f-639a6dddaa5d
183,tower crane operator,8343,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,3.0,2.5279,4.888,4.0569,23801.455,0.25,0.48,0.6,84,32,84,32,26,12,http://data.europa.eu/esco/occupation/0ea5fdff-074c-4094-98b9-04432361e4d9
184,refurbishing technician,7231,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,2.0,2.1128,3.8007,3.149,30451.150985,0.1875,0.46,0.611351,14,0,14,0,2,0,http://data.europa.eu/esco/occupation/0ec62c2e-30c9-434e-bf36-5277a0840450
186,call centre agent,5244,3,sales & services workers,3.2,customer representatives,Lower risk,2.0,1.9195,2.2454,2.1839,24587.106796,0.75,0.7675,0.438035,6,1,5,1,0,0,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
187,fur animals breeder,6129,13,animal care & husbandry workers,13.2,animal husbandry workers,Lower risk,2.0,2.3153,4.8606,3.9468,20861.0,0.071429,0.325,0.54935,33,24,33,24,13,7,http://data.europa.eu/esco/occupation/0ee5a71a-3c85-48af-bf81-824d3561737a
188,secretary of state,1111,2,business & administration workers,2.5,public officials,Lower risk,5.0,7.5363,9.2488,3.3772,54676.145923,0.714286,0.4325,0.351527,26,7,20,7,1,0,http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9
190,missionary,2636,2,business & administration workers,2.5,public officials,High risk,5.0,7.3916,6.7949,4.3324,22125.476923,0.8,0.5475,0.330908,19,3,13,0,12,0,http://data.europa.eu/esco/occupation/0f086907-96a6-4e88-bf00-a84295125a6a
192,real estate manager,3334,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,4.0,5.04,6.7695,3.8847,30066.853659,0.631579,0.51,0.433468,138,39,97,23,6,2,http://data.europa.eu/esco/occupation/0f5b4653-50b2-413a-826d-39d447480c21
193,civil engineering technician,3112,5,engineers & researchers,5.2,various engineers & architects,Lower risk,3.0,4.2276,8.7514,5.3819,31261.073394,0.727273,0.565,0.392544,102,13,99,10,24,1,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a
194,court clerk,3411,2,business & administration workers,2.3,"assistants, clerks & legal workers",Lower risk,5.0,9.549,3.5552,2.1693,22643.174242,0.5,0.3275,0.40466,7,3,6,3,0,0,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2
197,water conservation technician,7126,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,3.0,2.3558,5.0467,6.3061,30837.176606,0.28,0.73,0.724983,76,34,75,33,17,8,http://data.europa.eu/esco/occupation/0f898624-9b89-41ba-adcf-9360ade85a62
198,briquetting machine operator,7223,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,2.0,2.5608,4.7591,3.896,30509.523305,0.1,0.66,0.770714,29,2,29,2,10,1,http://data.europa.eu/esco/occupation/0f905036-055f-41d9-b292-e3c02617a193
200,candy machine operator,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,1.9243,2.6844,3.1467,20363.62,0.166667,0.5575,0.681604,103,66,102,66,62,42,http://data.europa.eu/esco/occupation/0fdc5efb-d38e-4019-bede-0ce55404549d
201,chef,3434,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,3.0,4.4438,6.9993,3.3324,18518.008969,0.642857,0.805,0.53619,4,0,4,0,0,0,http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588
202,pharmacologist,2131,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,10.5892,8.5355,3.9129,35975.800407,0.5,0.4275,0.462331,17,3,16,2,0,0,http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010
203,ICT disaster recovery analyst,2519,12,ict workers,12.1,"ict system engineers, adminstrators & managers",Lower risk,4.0,5.9544,7.7274,4.7734,41344.037284,0.703704,0.4875,0.380058,54,13,34,5,0,0,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c
205,teacher of talented and gifted students,2352,7,education workers,7.2,teachers & childcare workers,Lower risk,4.0,6.502,4.9224,4.1192,22783.967213,0.565217,0.735,0.565301,44,35,38,32,21,17,http://data.europa.eu/esco/occupation/1044dedc-81d1-48b6-96b3-ced5393b2de1
206,embedded system designer,2511,12,ict workers,12.2,developers & testers,Lower risk,4.0,6.2823,7.9242,3.8179,41914.329519,0.733333,0.445,0.34448,48,10,34,7,5,2,http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1
207,software tester,2519,12,ict workers,12.2,developers & testers,High risk,4.0,5.518,6.0742,3.7781,41344.037284,0.735849,0.4725,0.353286,30,10,21,6,19,6,http://data.europa.eu/esco/occupation/106f79e4-6264-45f1-9e7a-297435cd684b
209,mine manager,1322,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians,Lower risk,4.0,6.2073,7.7984,5.4027,45669.058252,0.636364,0.4775,0.416697,31,7,26,7,6,1,http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada
212,quality services manager,1219,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,4.0,6.0299,8.0842,4.2843,34973.799762,0.577778,0.475,0.447834,72,4,51,3,36,1,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3
215,renewable energy consultant,2433,3,sales & services workers,3.2,customer representatives,Lower risk,4.0,6.5708,6.8565,3.6428,41242.61354,0.703704,0.465,0.371184,21,2,14,0,7,0,http://data.europa.eu/esco/occupation/114e1eff-215e-47df-8e10-45a5b72f8197
216,sports instructor,3422,7,education workers,7.1,instructors & vocational teachers,Lower risk,4.0,5.7663,6.2928,3.4011,27503.0,0.461538,0.735,0.629102,3,2,2,2,0,0,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4
218,"gambling, betting, and lottery games designer",2166,12,ict workers,12.2,developers & testers,Lower risk,4.0,5.2377,6.2857,2.9999,37555.308176,0.735849,0.5125,0.367937,2,1,2,1,0,0,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344
221,kinesiologist,2269,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,7.2493,5.5002,3.4998,29851.831579,0.368421,0.9275,0.765369,36,11,33,10,5,2,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022
223,environmental scientist,2133,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers,Lower risk,4.0,6.5935,6.493,4.5472,32143.652968,0.694444,0.4025,0.350694,61,14,60,14,29,4,http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094
224,sociologist,2632,5,engineers & researchers,5.1,researchers & science technicians,Lower risk,5.0,10.3181,5.5007,2.7731,36551.41453,0.7,0.3975,0.345326,34,23,29,20,19,13,http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59
226,clock and watchmaker,7311,4,manufacturing workers,4.3,craftspersons & carpenters,Lower risk,3.0,3.3229,7.5766,3.8232,31777.883077,0.153846,0.6575,0.745886,4,1,4,1,0,0,http://data.europa.eu/esco/occupation/11eb55d3-4dbe-45c5-a6ce-f04ae843c938
227,footwear product developer,3119,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers,Lower risk,4.0,5.5009,6.3647,4.7729,27329.903418,0.478873,0.5225,0.521813,16,4,13,3,0,0,http://data.europa.eu/esco/occupation/1209b85e-80f1-490f-a7e1-6ad220bb956d
229,blending plant operator,8160,9,food & tobacco production workers,9.2,food & tobacco production operators,Lower risk,2.0,1.9243,2.6844,3.1467,20363.62,0.166667,0.5575,0.681604,113,60,112,60,71,38,http://data.europa.eu/esco/occupation/1214a616-aaa5-4140-b82e-2cc5028b0fa4
232,ICT help desk manager,3512,3,sales & services workers,3.2,customer representatives,Lower risk,3.0,4.2432,6.1339,3.387,38016.995238,0.647059,0.6375,0.474342,25,2,18,1,1,0,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca
235,crossing guard,5419,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,1.9734,2.0663,1.6231,16593.799392,0.5,0.78,0.6245,8,1,7,1,3,1,http://data.europa.eu/esco/occupation/12da0bb1-26c8-46eb-9476-797f4f1c441e
236,gunsmith,7222,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,3.0,3.421,7.6047,4.8995,30124.952381,0.1875,0.5675,0.679039,16,2,16,2,11,1,http://data.europa.eu/esco/occupation/12dc4509-7d36-46d8-aca0-c147c7ecd806
237,rail switchperson,8312,1,"technicians, construction, transport & security workers",1.4,transport & security workers,Lower risk,2.0,1.983,2.3843,4.1771,23573.523364,0.142857,0.41,0.592814,6,2,6,2,0,0,http://data.europa.eu/esco/occupation/12f9c0e8-26f4-4f1d-bf04-b16a34d12798
239,corporate social responsibility manager,1219,2,business & administration workers,2.4,business managers,Lower risk,5.0,6.9238,8.8836,4.6917,34973.799762,0.714286,0.48,0.370328,93,6,74,5,22,2,http://data.europa.eu/esco/occupation/1313aeea-63a9-4b4d-82d1-dbe00ff9ed10
242,online community manager,2432,2,business & administration workers,2.4,business managers,Lower risk,4.0,5.5651,6.5216,3.8266,31558.968023,0.735849,0.4425,0.341887,103,21,80,18,6,1,http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0
243,home care aide,5322,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,2.0,2.6082,3.8327,2.2858,22324.718878,0.125,0.84,0.857321,1,0,1,0,0,0,http://data.europa.eu/esco/occupation/1391bdf9-bd61-4fb5-91ca-c29036ab2b60
244,waste management supervisor,3122,2,business & administration workers,2.1,"process managers, supervisors & coordinators",Lower risk,2.0,3.4679,8.6141,4.6503,23310.158752,0.692308,0.645,0.44549,21,3,19,3,7,1,http://data.europa.eu/esco/occupation/139fba7b-6c1f-40ee-8acf-78f97e57c905
246,customer service representative,4225,3,sales & services workers,3.2,customer representatives,Lower risk,2.0,2.8609,5.1806,2.8745,17782.749795,0.695652,0.575,0.41833,39,6,15,5,3,0,http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7
247,music director,2652,6,arts & media workers,6.2,"journalists, publishers & composers",High risk,4.0,8.2078,7.7909,4.1404,26266.0,0.692308,0.6075,0.432346,2,1,1,0,1,0,http://data.europa.eu/esco/occupation/13d8b1be-d711-4bbc-a45e-cad605162f41
250,commercial sales representative,3322,3,sales & services workers,3.2,customer representatives,High risk,4.0,4.4337,6.7125,3.2532,33113.643212,0.851852,0.4575,0.260342,67,15,56,11,36,5,http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2
255,hand brick moulder,7314,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.1468,2.851,2.8643,22643.313559,0.114286,0.605,0.732023,20,7,20,7,0,0,http://data.europa.eu/esco/occupation/149062d6-6496-4004-9c23-93c78b29b5db
256,medical records clerk,3252,11,healthcare workers,11.4,healthcare administrators & assistants,Lower risk,3.0,3.1387,4.7667,3.1768,29813.967871,0.666667,0.5025,0.409268,10,5,8,4,0,0,http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d
257,horse breeder,6121,13,animal care & husbandry workers,13.2,animal husbandry workers,Lower risk,2.0,2.3153,4.8606,3.9468,20861.0,0.071429,0.325,0.54935,33,24,33,24,13,7,http://data.europa.eu/esco/occupation/15151ba4-fbf2-4fd9-8dde-2abbc6ec362c
259,braiding machine operator,8159,8,"textile, clothing, leather & footwear manufacturing workers",8.2,textile workers,Lower risk,1.0,1.6268,4.4766,3.6586,20216.380952,0.055556,0.6225,0.766757,20,7,20,7,4,2,http://data.europa.eu/esco/occupation/15502187-a1da-407a-843b-ce991d5f65fe
260,construction painter,7131,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,2.0,2.4603,5.9465,4.6981,24576.0,0.333333,0.6375,0.65192,68,36,68,36,3,1,http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a
261,data warehouse designer,2521,12,ict workers,12.3,data workers,Lower risk,4.0,6.7925,8.1248,3.833,39651.49904,0.735849,0.4575,0.347634,57,19,40,16,21,8,http://data.europa.eu/esco/occupation/1562c7a3-c7d9-419d-b9b6-db26610bcf84
263,linen room attendant,9121,3,sales & services workers,3.1,"food, cleaning & services workers",Lower risk,1.0,1.354,2.473,2.4359,13654.0,0.0625,0.53,0.704894,5,1,5,1,0,0,http://data.europa.eu/esco/occupation/15ab8475-549d-48a7-9d4a-5bb310015312
267,actuarial assistant,3314,2,business & administration workers,2.2,accounting & financial services workers,Lower risk,4.0,6.165,5.6855,3.0502,31053.849658,0.733333,0.4525,0.347371,50,9,29,3,14,0,http://data.europa.eu/esco/occupation/160c1469-bbb6-48d3-b2a7-db8b30d724b5
269,ICT presales engineer,2434,3,sales & services workers,3.5,wholesale merchants,Lower risk,4.0,5.6657,7.1171,3.2234,34084.973684,0.842105,0.355,0.236754,41,2,34,2,12,1,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df
271,plasma cutting machine operator,7223,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,3.0,2.6198,6.9244,4.7012,30509.523305,0.147059,0.455,0.622967,109,56,109,56,43,19,http://data.europa.eu/esco/occupation/16811760-fb2d-42cf-912d-2215f085898f
278,anaesthetic technician,3259,11,healthcare workers,11.2,healthcare technicians & scientists,Lower risk,3.0,3.9938,4.7687,4.0361,21637.841785,0.090909,0.9875,0.947485,20,5,20,5,8,1,http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b
279,sauce production operator,8160,9,food & tobacco production workers,9.3,food & tobacco production specialists,Lower risk,2.0,1.9243,2.6844,3.1467,20363.62,0.166667,0.5575,0.681604,102,55,100,55,62,33,http://data.europa.eu/esco/occupation/16ec2281-b0b3-4cde-9888-2cb6cc492c25
283,land-based machinery supervisor,8341,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors,Lower risk,1.0,1.7709,4.3781,3.1472,29868.714286,0.083333,0.3925,0.599826,4,0,4,0,0,0,http://data.europa.eu/esco/occupation/1765f9b2-8483-490d-8df6-6e39db30ad82
285,cigar brander,8183,9,food & tobacco production workers,9.1,food & tobacco production workers,Lower risk,2.0,1.9021,3.7702,2.664,19732.103774,0.0,0.5925,0.76974,124,40,123,40,25,11,http://data.europa.eu/esco/occupation/17abb59e-a1f9-4ce8-88b7-569e5413dca9
286,solderer,7212,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,2.0,1.9177,3.9966,3.2129,26596.0,0.147059,0.52,0.66598,119,43,119,43,17,4,http://data.europa.eu/esco/occupation/17b29190-6746-4b81-a1d1-8053a5bbc0e9
287,dental instrument assembler,8212,1,"technicians, construction, transport & security workers",1.1,engineering technicians,Lower risk,3.0,4.316,5.78,4.8056,24137.322368,0.071429,0.71,0.811964,53,14,53,14,15,5,http://data.europa.eu/esco/occupation/17c02096-05d6-4a5a-ba93-9f22d68df0d3
289,building caretaker,5153,3,sales & services workers,3.3,shop & services managers,Lower risk,2.0,2.9491,5.4372,3.3931,18743.0,0.375,0.51,0.564579,24,1,23,1,4,0,http://data.europa.eu/esco/occupation/1822bfc2-e735-449f-ba00-ca71eb5c062b
290,wearing apparel patternmaker,7532,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers,Lower risk,3.0,3.5125,6.7079,5.6053,16576.0,0.272727,0.4925,0.598483,16,9,16,9,8,5,http://data.europa.eu/esco/occupation/18232485-5f8b-4c53-80f2-3d9f8f9d0e20
291,ammunition assembler,8219,4,manufacturing workers,4.2,chemical manufacturing workers,Lower risk,2.0,2.4583,5.75,5.0831,29810.139535,0.047619,0.6575,0.791322,9,0,9,0,0,0,http://data.europa.eu/esco/occupation/183d60f2-277f-47c8-a8c6-f5c8eedba2b0
294,"gambling, betting, and lottery game developer",2120,12,ict workers,12.2,developers & testers,Lower risk,4.0,5.2377,6.2857,2.9999,36135.290249,0.735849,0.5125,0.367937,7,1,6,1,0,0,http://data.europa.eu/esco/occupation/18552245-3c36-4a52-b4c6-295cabb5c93b
296,machinery assembly coordinator,4322,2,business & administration workers,2.1,"process managers, supervisors & coordinators",High risk,3.0,3.7662,6.441,4.009,23188.708447,0.727273,0.5225,0.377492,49,2,41,2,27,1,http://data.europa.eu/esco/occupation/187f063b-1002-4d46-9b79-c46b2caedbb3
297,choreographer,2653,6,arts & media workers,6.4,perfomers,Lower risk,4.0,5.0,7.1891,3.2853,13830.0,0.5,1.0,0.707107,12,4,10,4,1,1,http://data.europa.eu/esco/occupation/189a337d-f6fb-44e2-9e7a-bc27b7b76e0e
298,spark erosion machine operator,7223,4,manufacturing workers,4.1,metal workers & machine operators,Lower risk,3.0,2.9387,6.1231,4.6476,30509.523305,0.304348,0.515,0.598549,83,42,83,42,44,23,http://data.europa.eu/esco/occupation/18a98579-f0b1-4dde-944f-1758dc113099
302,fisheries deckhand,8350,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers",Lower risk,1.0,2.1888,6.0838,5.2732,20485.0,,0.7025,,14,9,14,9,1,0,http://data.europa.eu/esco/occupation/18dafd4f-8c37-4276-b4b3-cfa31059b2b6
303,specialist nurse,2221,11,healthcare workers,11.1,doctors & specialist therapists,Lower risk,5.0,8.2659,5.7328,3.6999,28262.0,0.285714,0.8525,0.780339,35,22,27,19,13,13,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba
